// Otomatik olusturulan dosya

RM_871ef7dc-7d44-45ee-a0f2-783b8fb5215b = "Bölüm 1: Kitapliklar"
RM_ef90911d-ded7-46ef-8370-6761fa46dbf1 = "Hepiniz Woodcraft izliyorsunuz!"
RM_02dae006-487d-4626-834a-81baf813f5cc = "Ev tadilati için tek adresiniz!"
RM_1b4c44bb-a491-436e-a3e2-8416626aa340 = "Bugün insa ediyoruz..."
RM_e73d7f1d-da10-4270-8ab3-8aacf973ba19 = "Bir kitaplik."
RM_c7bd1d0a-59fe-43ba-9510-fe8f7b6f86c0 = "Bes kalas ve dört çiviye ihtiyaciniz olacak."
RM_93089af6-a33d-451f-9607-f03dbfaf67ee = "Çekicinizi böyle alin... ve..."
RM_e7cb35a9-549f-4d49-9ce5-6a45c6d6b485 = "*pat* *pat*"
RM_cfe20d50-cb0e-46f7-82f6-1810fccc3ede = "Tamam, görünüse göre bugün erkeklerle konusuyoruz."
RM_9672a447-0ab0-40e4-9b53-46aeb4efa6e7 = "Odaklanma testi. Onu sevmelisin, ha?"
RM_b7fa7111-03cf-4a33-8f55-88f4978c2d8c = "Her neyse, erkekler barlari sever. Birayi severler."
RM_5f18cfb5-6918-40e2-8363-8457a748bbf5 = "*iç çekme*"
RM_41ad2bfb-3efb-4042-88c0-85333db6dded = "Yapar misin... ahbap..."
RM_4b31d0f2-a515-4148-9140-b6087c44da7b = "Kendi evinizde bir bar insa etmek ister misiniz?"
RM_2991fa22-771d-49b4-8da5-7a48fd3ae9f4 = "Gerçekten yapacagini söylüyorlar. Yani... köseler için."
RM_a4bd39ae-5f6f-4a9e-a659-b55911ccd11a = "Dört tahta, dört çivi ve biraz çevik parmak."
RM_1412f5c4-3f1f-487c-ae8a-5ee37a33b91e = "Evet-hah. Hepiniz buradasiniz."
RM_cc9b8969-4205-4edf-bd65-123fd908f8d4 = "Ya orta için? Çubuk eleman?"
RM_35d8f09e-fcc4-4336-89cf-5c93111a395e = "Yine ayni: dört kalas, dört çivi."
RM_c3107705-b4bd-4372-a444-a99a8a1a7ab3 = "Hepsini bir araya getirin ve... iyi ve hazirsiniz."
RM_1899fcc0-f1c3-4ee7-87e0-8dcb27805977 = "Bir içkiye ihtiyacim var."
RM_bf9654e7-54d4-483b-a7fe-30130be586bd = "Iste Woodcraft'in yeni çagi."
RM_aac6aaef-95c1-4024-861c-24b0f479ac7c = "Bir dahaki sefere kadar."
RM_f62bd261-052c-470f-bfb9-3ecff1b83a9d = "[img=müzik] Ahsap... zanaat! [img=müzik]"
RM_095acdbc-c4ef-44a1-aad4-aec98a88cbf8 = "VHS: Woodcraft E2"
RM_67be0fc7-cdeb-45e6-a4ac-b144a1cec01b = "Bölüm 2: Döseme ve Isaretler"
RM_3639e7a4-4399-49a5-8ab4-4500d9e1c125 = "Temel bilgilerle basliyoruz."
RM_900ccbb2-511a-4bf7-9496-119d231697ec = "Anaokulunda ögrettikleri türden seyler."
RM_b523a4f1-65d0-4a47-beaf-882eec9a8b25 = "Sen zeminleri sever misin? Ben zeminleri severim."
RM_7c0b406b-7df4-48eb-8b5e-6c9c2d386cfc = "Bunun gibi bir kalas ve bir çivi alin..."
RM_98147d3d-c834-4d89-a714-44b0b84c45cd = "Çekicinizi alin ve..."
RM_e45c055b-f1e8-4d61-8b0e-34f294fb1f56 = "Böyle güzel görünüyor ha?"
RM_708016fa-a53f-4587-8152-b8137bab2108 = "Pratik için baska neyin iyi oldugunu biliyor musunuz?"
RM_325b5345-23e6-4adf-aca4-7f03f20117fd = "Bir isaret. Ne istersen yaz."
RM_85a375b9-7b8b-4c04-a165-f7dbb311c703 = "Is yerinde iri parça olabilir mi?"
RM_4dd72d85-d57d-4db7-bdd7-df1bf61f49fa = "Böyle hanimlar? Hepinizi dogrudan bana yönlendiriyorsunuz!"
RM_2135b5cd-fe01-490f-b11e-6415d49ba65b = "Yarin egitim tekerleklerini çikariyoruz."
RM_daadc0af-850e-4e11-bdce-394ffc86609f = "Kapi çerçeveleri geliyoruz!"
RM_36e51b7a-e72a-491b-b81e-7feb2e9b3392 = "VHS: Woodcraft E3"
RM_9d6ef1e8-d22a-400d-ae48-fc1c019e3ccd = "Bölüm 3: Çerçeveler ve Duvarlar"
RM_bbf4a0b6-7055-4122-9433-ea40647ea926 = "Orta düzey marangozluk! Yeehah!"
RM_b7e32974-8467-4965-82b5-c97ffccb1785 = "Arkadasinizin yüzünü görmekten biktiniz mi hanimlar?"
RM_fe062751-bd55-44bf-a70a-2f7e7b0c4fa5 = "Orada bir duvara ihtiyaciniz var: büyük bir duvar. Ama önce onu koymak için bir çerçeveye ihtiyaciniz var!"
RM_fe96f494-9f5a-46b8-9da1-2f7cdf02c308 = "Bir kalas, bir çivi, biraz dirsek yagi..."
RM_08a6e710-6648-4644-bdfa-e0ff398d978d = "Simdi duvarin kendisi. Iki kalas, dört çivi..."
RM_7dc307e3-ec34-4180-ab3c-1e362f005d00 = "Düzgün ha?"
RM_9591ed45-41c4-4640-9368-c404344be186 = "Simdi kapilar ve pencereler mi? Oyunun sonu bu!"
RM_d91f00c8-e0bc-4548-b102-a2722e8b1fca = "Su anda onlar için yapabileceginiz bir sey var, unutmayin..."
RM_1b6f4796-4cbf-48b9-940a-42ef3b5ab4d3 = "Ve bu onlara asilacak bir yer bulmak."
RM_dfd5e9f5-c9f5-454d-96bb-02d41c493579 = "Pencere çerçeveleri için iki kalas ve kapi çerçeveleri için dört kalas gerekir..."
RM_02d87a3e-674d-403d-b0d6-eac8e47b31a6 = "Ve ikisinin de dört çiviye ihtiyaci var."
RM_960545e8-d2ae-4e07-9d06-aa1fc4a8c002 = "Iste hanimlar!"
RM_cbddff21-3dc9-4bab-9d1b-751fca544a0b = "Son zamanlarda üzerimde tisörtle geçirdigim en eglenceli sey!"
RM_9ba099b3-120e-45fa-88b2-fef4c259223b = "Bir dahaki sefere - araci bölüm 2!"
RM_226d1ba4-b0ae-4c95-a960-7b1e76909271 = "O tatli arka tarafini dinlendirebilecegin bir yer bulduk!"
RM_25012715-1489-4096-879e-de516f2a7b98 = "Sandalyeler! Kaçirmayin!"
RM_d7b24844-74a7-4095-bfad-83a99c299673 = "VHS: Woodcraft E4"
RM_0edc7b1d-9af1-4791-8529-f25d54f551b7 = "Bölüm 4: Raflar ve Eskrim"
RM_5e5ea90d-b531-4fd8-841b-d2650b37324f = "Hala orta seviyedeyiz ve..."
RM_96cd8038-8be3-49ae-8158-a4f969d5eaca = "... üzgünüm hanimlar ama gömlek HALA üzerinde."
RM_9515c597-8395-4047-844d-843f359719d9 = "Hey, gündüz TV'si. Benim isim degil."
RM_c436879b-7103-4fac-9760-095a1698558d = "Yine de bu pantolonu güzel ve dar giydin. Ha?"
RM_19939ab2-5489-42f4-8ff7-c67387adcf16 = "Hey! Dikkat edin! Bugün sandalyeler!"
RM_f41fc047-75b1-4bcb-af93-2167f7f54ef9 = "Neye ihtiyacimiz var?"
RM_26d6fbe3-6fa0-4add-b3cd-9f0b4dc05739 = "Bes kalas! Dört çivi! Yeehah!"
RM_39a0111d-0529-4fde-86fc-722a201173a1 = "Bayanlar! Inanabiliyor musunuz?"
RM_dfceae8c-8d28-48a6-bd9a-1b8a2e7f9def = "Simdi birkaç çift rafa ne dersiniz?"
RM_7bb34ff8-504e-46d3-b51a-efdcdc9d8038 = "Mücevherleriniz, degerli esyalariniz için bir yer?"
RM_8d3e42db-0a5f-4aa1-ad36-bcec0df8a0dd = "IKI PLAKA! DÖRT ÇIVI! DEVAM!"
RM_bb0ae3ec-4b14-445b-83d0-a17175e57236 = "Sadece..."
RM_536d2a9b-2b2f-4683-b517-c21da4c95552 = "*patlama*"
RM_fc3e6ea2-e775-4bec-ab62-649bc06ba729 = "Iste bu."
RM_b8960705-6bb2-424f-8b6d-ea7d22a83047 = "Hey, insanlarin sizi güneslenirken görmesinden biktiniz mi?"
RM_ba949727-2b3a-46ba-a75b-74af46c0b59a = "Öyleydim. Her zaman alin."
RM_f7948221-372c-4c26-b14e-bf0867cc1316 = "Ben de kendime bir çit yaptim."
RM_bd80fa61-7f4d-4a57-948f-76db019dea6f = "Her seyimdi: iki tahta, üç çivi, güm, güm."
RM_1ad72c61-855d-4374-aac5-482849b70c31 = "Iste burada!"
RM_4ad36743-ad25-4116-b35e-df46a927ae10 = "Öyleyse izin verirseniz, ben sadece..."
RM_5f7b7bf7-7439-40ac-a3f4-1ac739931045 = "Gömlegimi çikarirken rahat olun..."
RM_d9ea7d9c-4a56-46ce-bddd-c35f8b87d2cf = "Bir dahaki sefere Woodcraft'ta mi? Kapilar!"
RM_cad9e8aa-1f6c-4e47-a588-430fb43287df = "Evet-hah sesi duyabilir miyim?"
RM_76f3676c-493f-478e-b228-1dc7c1f0e0af = "VHS: Woodcraft E5"
RM_bc33e81d-30f1-43a3-b4f0-bb039a3a1207 = "Bölüm 5: Kapilar"
RM_31f0e287-8144-4d80-b1c2-5fce7c7245e8 = "Hey hey! Beni çalisirken yakaladiniz!"
RM_ba8abeaf-af63-4fe0-8a2b-72610c608f46 = "Burada çok ter var!"
RM_a55409b8-a393-4589-b95d-4c7debc93d65 = "Bir dahaki sefere kapiyi kapatacagim..."
RM_17e44616-3875-4909-8bd1-366bf7f30f05 = "Ama hey! Kapi yok!"
RM_d0e63cf9-f6fc-4eff-8f66-e0f801105aad = "Sanirim bu tam dogru adamin basina geldi!"
RM_54fe89cd-2404-48b5-af94-30d2deb23c01 = "Tatbikati biliyorsunuz!"
RM_fea264e0-0107-4223-b5ea-27df1e93e3fe = "Dört kalas! Dört çivi! Bir topuz! Iki mentese!"
RM_a140975e-84f3-4dd1-a7b9-a1e133850e36 = "PAT! PAT!"
RM_1e98f3bb-640d-42b8-8484-b47b1191799d = "Simdi ben kitap okumuyorum ama bazi insanlar okuyor."
RM_6284a71c-25d1-46bf-9f52-4600993c6117 = "Kitaplar için çanta gerekir, bu yüzden siradaki: kitaplik."
RM_45be8dd2-89f1-44ed-a4eb-e4830392015b = "Bir bayanin yataginin yanina çok yakisacak bir sey."
RM_8725ce7b-ab88-425e-b37f-39acc1efb4d6 = "Üç kalas ve üç çiviyle zeki, okuyan bir kadin."
RM_eb6a1047-473a-4132-b481-6fa89fd59e89 = "Simdiye kadarki en iyisi bu!"
RM_912b8a0c-18bc-45d9-8cb7-35b478a6c048 = "Bes tahta, dört çivi masamin yanina koyacagim."
RM_df0d147c-de11-4494-92dd-445b17b4a5a2 = "Bir dahaki sefere? Yataklar!"
RM_e365d0d5-0261-4798-804a-f46b8d37aa18 = "Bang bang bayanlar ve yee-hah!"
RM_e111eb34-3621-483a-8c69-01dc20a0d1f5 = "VHS: Woodcraft E6"
RM_0d6784c6-5799-4198-aba4-a8776bd6ceb3 = "Bölüm 6: Yataklar ve Masalar"
RM_d663deb4-961c-46ca-a073-0bcb25cd86fc = "Geldik! Gelismis Marangozluk! Yee-hah!"
RM_60aabb4d-864f-44d3-b315-c392bca766c5 = "Geçen hafta yatagimi kirdim."
RM_0f834f03-edc5-4c0a-9185-618d463f09f8 = "Sizin yüzünüz kizaracagi için ayrintilari size vermeyecegim."
RM_cde517c9-fd20-4276-b386-399fac922b63 = "Kafami dinlendirecek yeni bir yere ihtiyacim vardi ve buna hemen ihtiyacim vardi."
RM_240447d4-09bd-437f-9591-72947db1f126 = "Peki ben ne yaptim? Size gösterecegim!"
RM_f17744f1-0bf2-4478-88aa-a0d3e91c5353 = "Hanimlar bir yatak yapalim! Simdi yapalim!"
RM_6e12d58a-dc6d-4ef1-b6c1-dc403b8f1731 = "Alti kalas! Dört çivi! Bir silte!"
RM_e1c046dd-c856-4f38-a46a-614d1e898f1c = "Bang! Bang! Yee-hah!"
RM_8f7196b9-fdbb-499a-8840-7eb90f449a0b = "Evet-hah!"
RM_6a60ec21-10e3-4b90-9b55-2f36ef80bc8d = "Iste burada, ancak test sürüsü bekleyebilir."
RM_17046671-092c-4a4a-8051-f6c98c54429d = "Heyecan verici seyler yaptik..."
RM_9fe022c0-b4db-4710-888c-3211ddb75148 = "...fakat size Büyük Masa yapmayi da göstermeliyim."
RM_d002f3f5-79fc-4096-9e1d-70299fbd06ab = "Yatak degil ve orasi kesin."
RM_7f68697a-b431-414a-8bbe-dea10a55150b = "Alti kalas ve dört çivi alin."
RM_9eb233d9-2e1d-450c-a0aa-f424694abab5 = "Düzgün ha?"
RM_154ec617-5f5a-4409-86e4-c5eba8ba53fb = "Bir dahaki sefere: Hepinizi yukari çikaracagim."
RM_38891857-a235-4d38-869c-6677c834fd3f = "Merdivenlerde!"
RM_43ec625a-ff75-4ae1-9c7b-6ac856bcf748 = "Bir dahaki sefere kadar!"
RM_8df2f07b-4088-45dc-b674-01b73f247512 = "VHS: Woodcraft E7"
RM_a2f43a48-c11b-4909-beed-edffba0b1cfe = "Bölüm 7: Merdivenler"
RM_f820efc1-ce50-4aa6-8e97-88cd178d7a9b = "Bu gösteri gerçekten özel: bayanlar için."
RM_8a657600-54cf-4355-bb2b-171ce63bfc9f = "Deneyimlerime göre bayanlar merdivenleri SEVIYOR!"
RM_4ebb3a9f-bdac-4563-96dd-3823b9e801fc = "Yukari çiktiklarinda gülümsüyorlar..."
RM_7611b105-5e53-41f2-8b14-e4b06aec4fb8 = "...ve asagi indiklerinde daha çok gülümsüyorlar."
RM_c4153454-0e46-49e5-b67c-96527989e161 = "Evet, peki neye ihtiyacimiz var?"
RM_287f3e10-669e-497f-b136-6eedb03039fc = "On bes tahta, on bes çivi ve AD-Gelismis Car-pen-try bilgisi!"
RM_73579d41-ccca-4094-9b51-27ed0298e169 = "Biraz daha lazim... Burada..."
RM_54f9adf0-b03f-4625-9b50-5aef2f56e38a = "Bir kat merdivenin tepesinde ne iyi gider?"
RM_ae242595-b86e-4c88-9d7c-73d32a15f3a8 = "Çekmeceli bir masa, degil mi? Bu sizi evet-hah yapiyor?"
RM_3ecc9bdb-66a9-422b-a259-01958917da40 = "Zaten beni evet-hah yapiyor."
RM_90341c09-372c-4e9a-91fa-74a73e747c73 = "Bir hanimefendi degerli esyalarini içinde saklayabilir."
RM_c3680f0b-6618-49ff-9cc9-46454913c1a5 = "Belki bir Incil, belki bir silah."
RM_4650481b-66ce-4450-aab5-cbba35f9f1e9 = "Bes tahta! Dört çivi! Basla!"
RM_d70d00df-5db7-4a40-8138-7194094adcdd = "Bu haftalik bu kadar yeter ha?"
RM_a0f8ed4e-af07-4141-a6ae-60bd8f6a3b16 = "Daha fazlasini istiyorsaniz, ben yukarida olacagim."
RM_a34efdfd-8769-4602-9fea-b6125793c69c = "VHS: Maruz Kalma E1"
RM_d8fee8d3-1d88-4bd1-9039-d97303510cea = "Maruz Kalma Durumu"
RM_44714963-0436-4c9e-8057-4d75fe030256 = "Bölüm 1: Balik Tutma"
RM_75e34336-00cd-4e33-9cfb-7a8041049ac1 = "Pozlamada Hayatta Kalma'ya tekrar hos geldiniz çocuklar."
RM_85a26b34-76b9-4433-a989-cd7fec6cc40d = "Ben Dean ve dogaya geri dönüyorum."
RM_cd1dff90-2926-494a-bc09-43968a17cff9 = "Tamam, anlasma su."
RM_9168c8df-93a5-474e-9b98-bdc19efcb7e9 = "Evinizden çok uzaktasiniz."
RM_f39d4b63-7177-469a-b4f0-e04cde6cdf3a = "Açsin, kayboldun, yalnizsin."
RM_a86ded15-a68e-46ad-ab8d-794f4ff03edf = "Hayat her sey degildir... Kola Yüzer ve güler."
RM_b291ff12-a603-4fcc-9ff3-7302b6b41e18 = "Baliklarla dolup tasan bir nehir bulun."
RM_89107bba-fc09-49a7-9fb7-1dfd6d123550 = "Sonra bir çubuk yapin."
RM_56fa1c36-50ac-443d-b0ca-eb88d93a7d21 = "Bir çubuk veya dal alin, biraz sicim baglayin..."
RM_44617ba8-8cc0-4ee5-98e2-ed8e7131bab9 = "Bunun gibi..."
RM_609c6b58-1663-438b-8936-f3f9297e43e0 = "Ve bu baliklari yakalamak için ucunda bir ataç kullanin."
RM_499a16be-1390-4a7b-b51c-ebd0bda199fc = "Eger bir ukalaysaniz, sunu söylüyorsunuz:"
RM_ef8ee856-b1e6-4381-b9e2-bca8ee4dd0b7 = ""Hey Dean, ataç nereden geldi?""
RM_046fd66c-779d-465c-ae3c-c7d4780f51bd = "Ben her zaman bir atas tasirim çocuklar, siz de tasimalisiniz."
RM_49b6c019-518d-4642-a3dd-c73ab21e19c4 = "Orduda ögrettikleri ilk sey bu."
RM_2afa0fec-e622-4149-bd12-864afd47d614 = "Bir dahaki sefere kadar arkadaslar."
RM_497bac8e-614f-4304-bc75-7b313a8fbb61 = "VHS: Maruz Kalma E2"
RM_18798734-a5cd-4cd6-8929-f092ee6dc4bb = "Bölüm 2: Tuzak"
RM_81b2e09b-ec96-4b34-98d5-a2f3227e4b6c = "Exposure Survival'a hos geldiniz çocuklar."
RM_9e9eb6ec-26a9-4ce5-a52b-4116f1abb7e5 = "Bu, size açik hava yasaminin temellerini ögretecek bir gösteri."
RM_51abc928-1f50-40ab-9b0e-a20e4637b5a6 = "Ama hayatta kalmaya baslamadan önce - temelleri atalim."
RM_4e1c0718-7f5e-4032-97fa-e632483920cc = "Balik tutalim."
RM_a0c4a072-ad3f-4270-9304-0831bbaf2bd2 = "Artik oltanizi aldiginizdan eminim..."
RM_290afb0c-adbc-4cf2-987e-0f5260a1d6e0 = "Ama sonra: yem."
RM_87b32825-f0e8-46e4-99a1-7f50cafb1cb0 = "Hangi yemi almalisiniz?"
RM_347e5b6a-b3b7-491e-9070-fc3509340f1d = "Solucanlar yaygindir, degil mi?"
RM_48545ca7-25d5-4820-9244-8a26d3d3c656 = "Öyleyse kazin ve bir demet alin."
RM_d105d0be-6112-4937-a05c-c73bf5c98db4 = "Ya da yem var ya da belki daha küçük baliklar - ey?"
RM_63cb4d1b-26cc-42a1-be12-3cf7fa887814 = "Nehrinizi bulun, ipi atin - biraz bekleyin."
RM_93be853a-5ac1-404e-b6c2-d8c9ce237bbb = "Is tamamlandi."
RM_7da44577-f37e-4501-9c05-45d6057765d8 = "VHS: Maruz Kalma E3"
RM_5dd4e437-c1e7-4570-9583-04581c5eb7b7 = "Bölüm 3: Çiftçilik"
RM_e1e93b9e-bac6-44ad-8dba-4b011456ca33 = "Ben Dean ve dogaya geri dönüyoruz."
RM_1682e4ec-18e0-4e6a-84ec-3c9892fcb2e5 = "Demek medeniyetten bir milyon mil uzaktasiniz, degil mi?"
RM_d9ba84d8-d5ca-43e1-a383-8dbd79a212a2 = "Bir kampiniz var."
RM_0a94c4f2-8321-4075-94b5-dfb771ee6e23 = "Su kaynaginiz var."
RM_5a545149-f16b-4714-990f-86a1b9af0d6e = "Ama uzun bir yolculuk yapacaksiniz."
RM_0c946c76-c615-4442-b634-0d2bc650fd90 = "Hadi Robinson Crusoe! Degil mi?"
RM_4ee2f4ba-8331-4495-9bc3-c895e9a49cb9 = "Çiftlik zamani."
RM_aeae9e30-81ec-48f7-98b6-e76bca1f44c8 = "Tohumlar olmadan hiçbir yere varamazsiniz - bu yüzden onlari bulun."
RM_0b770a34-6dbb-4f49-a2ec-c6f1e1848387 = "Bir mala alin."
RM_09458c4c-dd3c-486b-b88b-decbda61293e = "Biraz toprak kazin."
RM_aa9f5d71-e5de-4580-9371-f19aa17678dc = "Sonra tohumlari ekin ve sonra... onlari sulayin."
RM_12f9ad2b-4b62-45a5-b70b-ebbfc1fc4380 = "Onlari sulayin, ezmeyin..."
RM_b0adf1d4-b310-4720-a687-bfdc86a9c862 = "...ve gökyüzünü izleyin."
RM_238f6818-00d3-457b-aae6-430ca0aa0f39 = "Burada elementlerin insafina kalmissiniz."
RM_79b5bc65-b237-4b2e-94a9-087b9955716d = "Havucu kim sevmez, ey?"
RM_cc93005d-ab9d-473e-964d-7becaea44c1a = "VHS: Maruz Kalma E4"
RM_dc26c457-cc10-4567-a335-5e2681cee214 = "Bölüm 4: Yangin"
RM_8b5187f3-a293-4c54-88e9-c6e06f6d06c9 = "Pozlamada Hayatta Kalma'ya tekrar hos geldiniz."
RM_f4d03ca5-74db-499a-badf-d54d91fb233f = "Ben Dean beyler ve dogaya geri döndüm."
RM_986852c5-8517-4be6-b24d-48829d91c485 = "Pekala, Everest Ana Kampina yaklasiyorsunuz."
RM_de304dd8-4df6-4022-a975-a532bdcfd078 = "Ama hava karariyor."
RM_16e014a4-3c5c-43e1-b042-034c8428c372 = "Cehennem kadar soguk ve orada oksijen yok."
RM_5bcdb853-8bd9-4fac-9123-24b49b2144fd = "Ne yaparsiniz? Ates yakarsiniz!"
RM_3d283551-5b21-490e-ab50-9721658ea022 = "Üç parça tahta alin - kalas olabilir"
RM_9803335e-1767-4d22-9013-cb63e3e6258c = "O halde yakita ihtiyaciniz var. Yanan her sey."
RM_a72f39e5-8a6e-4aeb-8a7d-cee38917f4a9 = "Eski gazete, kitaplar, bandajlar."
RM_72b515ee-84a3-4be9-a55b-f9b117d486be = "Biraz eski roket yakiti ekleyin... anladiniz mi?"
RM_f85dbf57-9154-42e0-ba6b-80709ed8c07b = "Ve çakmaginizi söyle sallayin... bu..."
RM_467bb129-0000-48b1-9a3c-1b28e4974fb5 = "Tam orada bir yangin var."
RM_00a767e3-c6a0-4db4-a2a9-bab559df8061 = "Sicak kalacaksiniz ve serpalar buna bayilacak!"
RM_9e3ff139-1e90-4357-934a-5da5b632a5c3 = "42.'ye büyük alkis!"
RM_e4453c88-727b-4b01-a04f-365c07775c0b = "Bir dahaki sefere kadar çocuklar!"
RM_81c44aae-9d19-48b6-8bed-0bacc0377558 = "VHS: Maruz Kalma E5"
RM_8fe23aac-b1d4-406a-87ff-0b754491b375 = "Bölüm 5: Kamp"
RM_27efd204-3ee0-49fc-bbeb-eccf371f4cf4 = "Hey, dogaya geri döndüm ve ben Dean."
RM_2510d1e9-0c7b-4ea0-b457-bf483dd95918 = "Bir keresinde Güney Adasi'ndaki ormandaydim ve..."
RM_d2757487-27dd-46aa-8595-37aca8e785c3 = "Birden çadirimi kaybettigimi fark ettim."
RM_fee75e60-7b3a-4edf-b389-dbbda60d121f = "Kabus, ha?"
RM_c294a980-94cf-45da-a0b1-b68c7a922ec6 = "Elimde dört adet çadir kazigi ve bir musamba vardi."
RM_e3e3217f-4612-40e8-902c-8d84882c6df2 = "Iki saglam çubukla birlikte... bunu yaptim."
RM_dd8e808d-3e1d-4aeb-a4e3-e1f56e735c03 = "Fazla degil, ama ev - veya kumas duvarli bir ev, degil mi?"
RM_5406e076-5b33-4e87-a2d3-dfa8e2bfec60 = "Beni yanlis anlamayin, hava soguyor."
RM_63aebb3b-04bc-474a-96b8-f54910137090 = "Ama elementleri disarida tutuyor. Bu kadar yeter."
RM_0c222e30-29d9-4356-9ace-01b009cb9ed0 = "Zor durumlarda çadir kaziklari yerine küçük kaziklar kullanabilirsiniz."
RM_c2c86c3a-5630-4749-971a-474079d14cd1 = "VHS: Maruz Kalma E6"
RM_c8552a63-c5ec-409e-944f-3c88f0543d48 = "Bölüm 6: Yakalama"
RM_164a6da9-ef8a-415a-a3bf-5a0de5ea808b = "Hey, benim. Dean - dogallikla geri döndü."
RM_4c0b0629-95e7-450f-ac32-7c36b6381c73 = "Artik küçük yaratiklari öldürmekten nefret ediyorum."
RM_297da260-02ab-4576-9e8e-4593df95a8fc = "Ama bazen hayatta kalmaniz gerekir, degil mi?"
RM_99f4e60c-51a4-4d8c-a291-85c0cab6c975 = "Bugün 'Tahta Kafes Tuzagi' dedigim seyi insa ediyoruz."
RM_0da3962d-fab9-430c-b762-67ab778cc325 = "Ahsaptan yaptiginiz bu kafes."
RM_5889a0e6-d849-49cf-acd0-49136d260925 = "Içinde bir seyler sakliyorsunuz."
RM_23fe95c6-01c2-4660-9155-0141553c8591 = "Yani su anda bu testereyi üç tahtaya aliyorum."
RM_6fbb81aa-1b75-43a7-a034-44c3c4c8e548 = "Öyleyse bes çivi isinizi görecektir."
RM_b71f4fbd-579f-4da4-9943-5055ae1f6843 = "Sadece çekiçle yerine oturtun..."
RM_4d990fb3-d979-4faf-ae26-0da1e84bc31a = "...böyle."
RM_d7163e09-04a7-4134-9969-e6cd844cf6cf = "Simdi sakin bir yere gidelim."
RM_aa7e9682-6d9e-437a-b471-0d42fcb9b219 = "Ormandayim ve tuzagi kuruyorum."
RM_6ba76e59-5dbe-434d-8ba7-69c90c6d703d = "Sadece... bunun gibi bir yem atin ve oradan çikin."
RM_6d241a76-400a-41b0-9b23-c9894288a568 = "Döndügünüz zaman?"
RM_c4a7aef5-9329-45c7-abea-efead0c74553 = "Belki orada küçük bir hayvan adam vardir."
RM_d0b48f8c-7285-4fc2-a1c8-30e92ab3ca0d = "Pot için hazir."
RM_6b1468fe-99fe-4b87-9c09-42ced8c2bc24 = "Yine de onu öldürüp içini bosalttiktan sonra."
RM_98d4f152-995c-4b08-9a07-630608eabf02 = "VHS: Maruz Kalma E7"
RM_b81c470d-526a-46a7-b76a-47652e3556a1 = "Bölüm 7: Yiyecek Arama"
RM_f86f2668-edc8-4b08-8550-d4557b38c62d = "Ben Dean - Exposure Survival ile geri döndü!"
RM_66e9d700-fb35-4a98-a8e9-7aa014a6b1b1 = "Merhaba arkadaslar! Dogaya tekrar hos geldiniz!"
RM_fd22d858-9389-424a-834b-5807aa13c92b = "Insanlar sürekli "Dean - bunca seyi nereden buluyorsun?" diye soruyor""
RM_b1bd12d4-0aa1-4670-9831-807227d71e9f = ""Hiçbir yerin ortasindasiniz ama havali teçhizatiniz var.""
RM_41624e5e-d4fd-4e71-bf08-ea058867b88d = "O soru soran kisinin iki yaniti var."
RM_266553df-c179-448d-a9be-196db499705c = "Biri, HER ZAMAN üzerimde duran ataç."
RM_502b207a-cd93-4fe3-950f-d358df9be269 = "Ikinci yiyecek arama."
RM_8a6e73d8-571c-4336-9d50-68d77e18b99c = "Doganin saglayabilecegi türden seyler inanilmaz."
RM_d8031c9e-85b3-48f5-b5db-9b648481a22f = "Bir dahaki sefere ormanda oldugunuzda: gözlerinizi açin."
RM_a2685917-c849-4ba5-87f9-c4da8b2299e8 = "Etrafa bakin."
RM_6b9028c8-632d-494c-a18b-c161ebc0f1a8 = "Peki bulabileceklerinizi topladiginizda?"
RM_6b76422e-3aaa-4670-a378-7ed53cdcad01 = "Bu harika, degil mi?"
RM_965811e2-defb-494f-82af-bd543f92b79e = "O halde yan taraftaki ormana bakin."
RM_611fef53-aa4c-49b9-986d-46156e9bacc4 = "Ormanlar harika."
RM_b46f1ed1-81a2-453c-8ec5-dfea779c9aa5 = "VHS: Maruz Kalma E8"
RM_b0517c04-49f5-4bc3-a094-4e435d6d76f2 = "Bölüm 8: Su Toplama"
RM_16ad2a2a-bad7-4387-bdf6-7b2b111a6dd2 = "Dean tam burada: SIZI Doga'ya tekrar hos geldiniz."
RM_c5269619-cadb-4072-8299-10889e3bdad3 = "Bu: Hayatta Kalma!"
RM_8932e570-d0e2-4e08-b7ff-0af004c5f687 = "Herkes susar, degil mi? Susadigimi biliyorum."
RM_2513706b-56b2-4a2e-b695-c435cd5db1da = "Nehirden çok uzaktaysaniz ve musluk yoksa?"
RM_6b2043f9-0a84-4c48-a476-e9727c20f0c7 = "Gökyüzü saglamayi biraktiginda ne yapacaksiniz?"
RM_c22d8eae-5dfe-48d0-8a33-a121ecb38411 = "Yagmurdan bahsediyorum çocuklar."
RM_975feaa4-ec5e-456c-9857-2028475a606a = "Yagmur veya 'su' depolamak hayatta kalmak için hayati önem tasir."
RM_051c237b-ef7f-4492-aca3-e7ac4ee6c04b = "O halde su toplamak için bir Yagmur Toplayici Varil yapin."
RM_6abcbf2d-04cf-41c8-8323-f276644b7c9a = "Dört tahta kalas, dört çivi ve..."
RM_7c56d5aa-d3e5-4d74-baad-247854232362 = "Onlara çekicinizle vurun."
