// Archivo generado automáticamente

RM_a1b214b2-6008-41c7-8545-8c7ecef76d89 = "Pensé que era azúcar... <sollozos>"
RM_22cc036f-a1b2-4fa0-a175-3304ac4c419c = "żUn abrigo largo? Debe ser alguien del Long Coat District..."
RM_a811a235-a4d2-4486-8e77-8ecd370a70af = "No existe el distrito de Long Coat, Larry..."
RM_8e397c32-b2eb-4731-b126-231663b4f633 = "Oh".
RM_675db5bb-6cfd-463a-a9c1-5c518809013d = "żKevin tenía enemigos, seńora Ragotti?"
RM_da4011e9-9ba4-442b-a7a0-b9f24a2f8365 = "No, nadie en absoluto. Bueno, excepto su némesis de la infancia, Eddie Pantoni..."
RM_94e0003a-ebc7-48aa-9eb5-9552143c3e6e = "...que acaba de montar un restaurante rival al otro lado de la calle y dijo que mataría a Kevin".
RM_8a7ae86a-cbf6-4588-8347-453220b90a2e = "Seńora, no pierda el tiempo con pistas falsas. ˇDíganos algo que podamos usar!"
RM_94e2230f-0a39-4ea0-be80-1ce9caccac04 = "VHS: Totalmente equivocado S2.03"
RM_5dde1e6f-73fb-48f5-9b2e-4ecd0ff99ab3 = "S2.03 - El francotirador sándwich"
RM_659b9c25-5f92-49f6-abf3-b25defb412a1 = "Tengo un nuevo caso para ti y Cooper, Larry. Hay un francotirador dando vueltas por la ciudad..."
RM_365345b2-53a2-49b9-bbbc-382309147efb = "... disparando sándwiches de las manos de la gente".
RM_9cdd0be6-0bc5-4bd2-bc74-9b65500bc89a = "La prensa lo ha llamado "El francotirador sándwich"."
RM_0585f389-5511-453d-8e88-4d9267bf273e = "Justo cuando pensaba que había visto todo tipo de escoria de los bajos fondos que las calles tienen para ofrecer..."
RM_a224d075-2764-46d9-a01c-9746a0d9a008 = "*radio estática* Vale, te veo, Larry. Hazlo con calma..."
RM_0d0e8528-6b91-462b-9ba0-9e8bac692356 = "Vaya, me encanta sentarme aquí al aire libre con un delicioso sándwich".
RM_067c8ae7-98a3-405d-a1e6-4a5b98220da0 = "Este sándwich contiene parmesano, salami, salsa picante y se sirve con pan de centeno..."
RM_f6b7cb67-6607-4af3-8df7-8aee0b0837e8 = "Odiaría que lo destruyera un disparo de larga distancia".
RM_28f9bc3f-431f-4652-bc61-4b946a4d6167 = "Mordiendo el sándwich ahora... mmm..."
RM_fbff900a-eb8d-4698-959a-b534963caaa8 = "*disparo a distancia*"
RM_3fe5ef92-fe2b-41a5-95b9-5a847d82c763 = "*radio estática* Larry, ˇadelante! ˇMe acaba de tirar el sándwich de la mano!"
RM_e5c1ea8e-fbab-4412-87e7-66d6c27beaaf = "*radio estática* ˇLo veo, quinto piso, al norte! ˇVe tras él!"
RM_b4400499-c4cd-4c0c-b479-b1a722bb7252 = "Mmm... sándwich... nom nom..."
RM_ced75718-ca65-4f5d-a6d2-31982ea125d5 = "VHS: Totalmente equivocado S2.04"
RM_07d85e93-3f21-4751-ab6d-5cdfdde60ec8 = "S2.04 - Cara muerta"
RM_5e453434-c8ec-4a7b-b42f-ec3a5da9e27c = "ˇBueno, Salatch, acabas de volar todo el distrito industrial de la ciudad para atrapar a tres peatones imprudentes!"
RM_a403f434-5d76-4c31-8a88-790eb7121bdf = "żAlgo que decir por ti mismo?"
RM_8b9bef35-445e-4d53-baa7-837076730b0a = "Espero que su seguro esté al día".
RM_4b1fa15f-d88b-48ae-8ea8-536d15f9cb8d = "ˇEstás fuera de la fuerza!"
RM_46425c39-9e75-4eec-b187-a5fcfb586d60 = "Sr. Salatch. Mi nombre es Juan Droogman. Escuché que dejó la fuerza..."
RM_1aa221ce-7563-464f-95a8-7771657ca5dc = "żTe apetece hacer un trabajo para mí? Rodea los límites de la legalidad..."
RM_167547e9-2f93-4299-8cfa-7a37972102a5 = "Bueno, esos préstamos estudiantiles no se pagarán solos..."
RM_0fb1e26e-db25-4227-a810-55a7c208fa93 = "ˇGenial! Estarás protegiendo a mis hombres mientras mueven algunos polvos..."
RM_3beac2dd-c66d-4bf5-aed3-fb51562a325a = "Vaya, es genial trabajar aquí en el almacén de drogas, moviendo drogas..."
RM_7ab0f3fc-41e8-4e21-930b-12c0f18e39c5 = "ˇLa policía se rige por la burocracia y nunca nos encontrará!"
RM_318d7d6f-05bd-4de2-a523-7bbec0e20ee7 = "żA quién estoy engańando? ˇNo soy un traficante de drogas, soy un policía!"
RM_3e384bf7-4ab6-475e-b6a8-c3c20e077318 = "ˇAlto, escoria! ˇPolicía suspendida temporalmente!"
RM_28a63808-f4b2-455a-b9ce-f8d14affd82b = "*disparos* *disparos* *gritos*"
RM_3962a1b3-b2f6-4638-a9ca-6185e2e24e86 = "No apruebo tus métodos, Salatch, pero obtienes resultados".
RM_21d676a3-83d2-4445-bd75-0a0271007c96 = "Bienvenido de nuevo a la policía".
RM_88d9a134-9eba-40f1-96eb-d811f9dc22e7 = "VHS: Totalmente equivocado S2.05"
RM_b1922ef4-7b86-401d-a65b-7ab36ec40ae0 = "S2.05 - La bomba explosiva"
RM_4cb0ea7a-faea-4472-bd44-0c48ee4afa11 = "No puedo creer que nuestras vidas terminen así".
RM_0a680bc4-49e3-4b61-aef1-cd769f3a2237 = "Atrapado en una estación de metro, a punto de ser destruido por una bomba..."
RM_639518b4-0119-4423-9940-7deaa15dfee5 = "... plantado por tu peor enemigo, Dmitri Pavlova".
RM_3c8a9ec0-4253-44a4-9632-4cfdd26b1908 = "Al menos muero junto a la policía más hermosa de la ciudad..."
RM_dfa15147-2c50-42c7-b11a-76b0876867b6 = "No te ves tan mal, Larry".
RM_27575f17-2448-4e33-8a7a-f2150f8e79e4 = "Sabes, al principio pensé que serías débil y femenina, pero..."
RM_80f7d9dd-e985-47b3-b846-46467d0baabb = "...eres el mejor compańero que he tenido desde Rykon 3000. Y él era un robot del futuro".
RM_aaf4a4b7-925a-42d4-a899-99329cc671ea = "Eso es muy dulce. No nos rindamos".
RM_347add2e-f4b6-46a0-8a5f-beb3dd29e2b1 = "Tal vez podamos desactivar la bomba".
RM_f8a765cc-2831-4b8f-9457-95bf259f632d = "Pero si cortamos el cable equivocado, la ciudad explotará..."
RM_00a3e2e0-49aa-4c46-8b06-d603970eac88 = "Rojo, verde, amarillo... żcuál cortamos?"
RM_66e7b868-0bd3-4b6a-8cdc-aa32fb469869 = "Verde. Tiene que ser verde".
RM_e67eff9-0fcc-4ba8-ba04-370999622fae = "*corta alambre*"
RM_40124b2d-7ee3-47a2-ada4-8d63a2c3ac56 = "ˇFuncionó! żPor qué elegiste el verde?"
RM_6d46b98d-1692-4313-ae90-02d694d038e3 = "Porque es el color de tus ojos..."
RM_33ce7240-d075-4a06-b1a3-b91aecc1f2ff = "Oh, Larry..."
RM_2c8a0e3b-1ca1-426f-abda-61a373f61467 = "VHS: Los moderadores S2.01"
RM_f214ca34-666f-41b8-9a8d-15e307c45883 = "Los moderadores"
RM_222a5eeb-8eab-4138-bc65-56bc5c94f7df = "S2.01"
RM_4a587845-1fcf-4a7e-bbf2-c022ed190821 = "[img=music] ˇSomos los moderadores! [img=music]"
RM_d7954c3a-8e8f-459f-88da-dbe058461415 = "[img=music] ˇJurado para proteger a los inocentes, ahí para cada incidente! [img=music]"
RM_b76f12c8-7db4-4577-9852-734172c6355d = "[img=music] En el fondo de vuestros corazones: ˇSomos los moderadores! [img=music]"
RM_a222c8bb-c751-4092-bc50-dd48ae69d46f = "ˇ[img=música] Moderadores! ˇMODERADORES! [img=música]"
RM_359ce423-d6a2-402a-af2b-0aa915151ecc = "Bienvenidos a mi Palacio de Hielo, amigos. Desde aquí: contraatacamos".
RM_c48a884e-40b9-4373-87f1-275dcc3de548 = "żCómo podemos luchar contra una fuerza imbuida de nuestro propio poder?"
RM_c088cdd0-a456-42a3-91e2-8354e5c8fce9 = "żVeo que el tonto que arrojó al Archiduque Viejo Mundo al Abismo del Caos está entre nosotros?"
RM_46e2cf47-475f-4ba4-ae0b-f8d1afb68055 = "ˇLanzo al demonio al pozo para SALVAR todo lo que sabemos!"
RM_937d7ce5-f46b-4da1-929f-b676021b17a0 = "ˇSin embargo, ahora el Archiduque corre desenfrenado entre nuestro rebańo!"
RM_96dea670-fe9a-4042-8ced-378cd9ca28d6 = "ˇÉl dobla y distorsiona su realidad! ˇLo que se conoce se transforma!"
RM_993d6c13-77bd-4b0a-a022-8731c2b4c42b = "ˇSe acerca la mayor calamidad desde la época del Oscuro!"
RM_a50cb044-5822-444b-808a-3913b46a60e4 = "ˇSiento la rabia de mil soles!"
RM_69af223f-5a36-4ef2-b155-d29fb9b5c2c6 = "ˇCalma! ˇMis paredes congeladas se derriten! ˇComienzan a fluir libremente!"
RM_7a779b68-dbd7-41be-8df1-01e12d525d99 = "ˇCompańero moderador!"
RM_d3fa3d6a-f28e-4c35-bb0b-417896f582aa = "ˇUsa tu comprensión arcana de la mente!"
RM_c0adc765-76d8-46ca-9140-615da9790bdf = "ˇCálmenlo! ˇAntes de que mi Palacio Celestial de Hielo inunde nuestra tierra!"
RM_bad35632-cdc7-4a77-9342-ac123461e970 = "ˇEl final! ˇEstá cerca!"
RM_52cdd557-1a41-47ef-b4f8-d3a0920e4420 = "ˇSiente mi poder ancestral, oh amigo!"
RM_412d6883-7ad1-48e1-9074-7f28b86eebdf = "ˇLa ira! ˇQuema!"
RM_a5a6821d-a290-40d3-949d-2c2832fd4c94 = "VHS: Los moderadores S2.02"
RM_c3c6153a-d6eb-450b-b332-0f1ee0e4e571 = "S2.02"
RM_54f58f51-5ddc-459c-aae4-cf25101a7848 ??= "Saludos, compańeros moderadores".
RM_e1dc9bda-1408-4a6d-b573-bcaedb323d60 = "Esta reunión se ha convocado en un momento de extrema necesidad".
RM_9719cdfd-233e-45aa-aff1-6763f5f2c194 = "Estoy de acuerdo, mi buen y digno compańero".
RM_9550e8eb-38f2-403e-8fb2-bc119ac5df1b = "Me desperté con escarcha fresca sobre mi palacio de hielo".
RM_9f174ad5-eee5-4e9a-a1f0-d073aea7e2a8 = "Se siente... extrańo".
RM_76cb9435-84f6-48e2-ad29-5deaf07ef980 = "Como si no hubiera pasado tiempo desde que el Archiduque Viejo Mundo fue arrojado al Abismo del Caos".
RM_20e94d1e-dea5-48a0-9315-1134682309e3 = "La gente está inquieta. Debemos actuar".
RM_cd4eb8cb-2b2a-4948-8b2b-df76acac77a7 = "PERO COMO PUEDES ACTUAR, CUANDO YO..."
RM_09f46cfe-1aca-4793-b5fc-08913a98f939 = "ARCHDUQUE ANTIGUO MUNDO... ˇHA REGRESADO!"
RM_a2d79a67-e774-42c5-b2e4-f086b76746b1 = "Pero, żcómo puede ser esto?"
RM_dc5a7df7-cf58-4e8d-8c00-2a2cbd35c748 = "ˇTONTOS!"
RM_7d88bb20-2e20-401d-a829-76c10d975d20 = "AL LANZARME AL ABISMO DEL CAOS ME HAS IMPULSADO..."
RM_903832ed-8dcc-4f68-8344-fdc27640d1a1 = "ˇCON EL PODER DE LOS MODERADORES MISMOS!"
RM_72d1edb7-07ac-486c-ac01-59fdf6e05782 = "ˇPero esto es lo que se predijo!"
RM_7f89f22d-56b5-4cec-b944-f2421bf326b6 = "ˇEstos son los últimos tiempos!"
RM_586a3767-f78a-4c71-bdef-d941658f0516 = "VHS: Los moderadores S2.03"
RM_84ed8a48-9c58-4e4b-bfd6-140522ae6c3f = "S2.03"
RM_1261f76a-13a2-40f4-9982-43300f6b9ba1 = "BIENVENIDOS MODERADORES. ˇDESPIERTEN ENCADENADOS!"
RM_8ff582dd-2c2a-406a-b9b8-773e828f6b04 = "EL PALACIO DE HIELO SE ESTÁ DERRIENDO".
RM_90276b00-d960-45da-9376-ec07ffc5ea92 = "LA ERA DEL ARCHIDUQUE VIEJO MUNDO COMIENZA DE NUEVO".
RM_dc418236-3644-4f09-a566-72393b3f7f1a = "żQué? żCómo puede ser esto?"
RM_f32d5847-594f-4c9c-88bf-027fa3bd0225 = "MIENTRAS TUS TRES AMIGOS PELEARON, TE ROBÉ MIENTRAS DORMÍAS".
RM_aaf9503d-374b-4360-935b-dc509786365d = "żMi seńor? żEstá usted ahí?"
RM_6f808cc1-4e23-4d1c-a7c3-44d8ab4a66e0 = "żJoven? żEres tú a quien veo en la oscuridad?"
RM_4d0ff7ec-c8db-4ec3-a68e-f6aa4998592d = "ˇES ÉL! LE PENSABAS MUERTO, PERO NO."
RM_319e462f-5c66-4c5c-85cf-5c8023cbfa06 = "AL AMANECER REESCRIBO EL COSMOS."
RM_d8730199-8736-4069-a916-805af9177815 = "PERECERÁN JUNTOS, COMO ESTÁ PREDICIDO. ˇADIÓS!"
RM_3b420409-12b2-4a80-a18f-aa4e12a53ad6 = "Mi seńor, debe escuchar".
RM_fac12b87-9a03-44d0-b62b-9965baa25517 = "Estos... veinte largos ańos he guardado algo precioso a salvo".
RM_daeca821-c90f-46fc-86ce-8901ce9a87a6 = "Joven, żqué es esto que veo en la oscuridad?"
RM_ba4e623a-72e0-41fd-89af-d6e4541a975e = "Es... su polo mi seńor. Tómelo".
RM_c88b4fcd-cafd-4dfd-9be1-6d2c08a8e92e = "Reunir a los Moderadores, en este tiempo de necesidad del pueblo."
RM_b8fcf616-a0eb-4362-a83b-15cdc4a97f2a = "żPuede ser real? żEl Polo de la Justicia volvió a mi mano?"
RM_7cf6efca-3b84-4eec-9537-33ace62f85b6 = "Sálvalos. Por ahora... me muero..."
RM_383c7ca4-7130-4e7b-bbcf-324164b9e7e1 = "ˇJoven! ˇJoven, no!"
RM_2cdec904-b23d-417e-94dc-dffaa14e0ced = "Yo... ˇMuero!"
RM_ca0c7abf-fae0-4d16-849f-8115f81ad36e = "VHS: Los moderadores S2.04"
RM_c3f93c2e-d307-48e9-bbb5-f59d1eda8fc2 = "S2.04"
RM_27298f32-e6df-47c7-9983-e8e75d718107 = "ˇMi palacio de hielo está destruido!"
RM_66fbebb9-c8f2-4e17-b5ea-92abb95fbbb2 = "ˇNo me importa! ˇMi rabia permanece intacta!"
RM_caf36c8a-d8ee-4e32-8979-4853fac15768 = "ˇMis poderes de comprensión mental comienzan a desmoronarse!"
RM_c1cc7c81-65c1-49c7-940f-79f1f9725e5c = "ˇModeradores! ˇApaguen sus fuegos!"
RM_07b6b586-1d33-49f3-a100-85e0ac0c16e3 = "żEs... es él?"
RM_602a7d23-e98b-4920-830a-3f04c7053b37 = "Vengo de las mazmorras del Archiduque Viejo Mundo con noticias trágicas".
RM_afc4f93d-b28b-4378-92b1-f7b579ab2319 = "El joven, está muerto".
RM_7e78ef93-9e24-41c5-a33a-8b160b419ab6 = "Estoy triste. Para mí, era muy parecido a un hijo".
RM_ef9c7a76-27aa-4877-8f19-b839b917f180 = "Para todos nosotros, amigo".
RM_6f3ce51b-d171-44b0-b5ed-d82ec314136d = "Sentí esta perturbación en medio del rocío de la nieve del amanecer".
RM_01fa0918-546b-4dfc-898a-d42550791b9a = "Moderadores, el momento de la discusión ha terminado".
RM_c31cf9e4-1489-4b98-97fb-bc1f35d4ac05 = "Cuando descubrimos por primera vez el poder de los moderadores, era un momento de extrema necesidad".
RM_05412459-bd80-4f78-988e-73b9f68b3ba1 = "El reinado del Oscuro estaba en su apogeo".
RM_45b7fe75-12c0-436b-9079-e1a1b358a53f = "Juntos lo combatimos. Juntos lo derrotamos".
RM_afb9d44b-16cd-4ca1-8c9a-29aa2ef2a7e0 = "Solo a través de la unidad y la amistad, podemos esperar repeler lo que sigue".
RM_d373e0e6-47d3-49eb-8c2a-f2891380ff7f = "żQuién me apoyará en la lucha contra el Archiduque Viejo Mundo?"
RM_5d892249-4399-4b8c-b003-8208ebb19c93 = "Lo haré".
RM_1df54d39-e6c7-45b5-9027-8a23db0f19d9 = "Y yo".
RM_96815df4-33a3-4e91-85e7-8f1f13efb514 = "Prevalecerán los moderadores".
RM_c5770873-98d1-4b58-81e4-2b4294b100c0 = "Amigos, llevo el Polo de la Justicia".
RM_afc82cdd-67b3-4e06-a2f8-85fab41b6ef5 = "La batalla final está cerca".
RM_017c5843-e91e-4786-bc98-be4b0a09d7ac = "ˇA la batalla!"
RM_e166576b-f654-499e-bc0b-13dbe7c272ae = "VHS: Los moderadores S2.05"
RM_8bbf38a8-da1b-4719-a6f6-7c9fe681b260 = "S2.05"
RM_b422dd99-a623-482c-abb5-fea8b69ee5ff = "ESTOY AQUÍ CON EL DESTINO DE TU PARIENTE EN MIS MANOS".
RM_8d87a56e-36b6-4249-9f8f-326eb509494c = "MIRA MI VICTORIA, MODERADORES".
RM_023a5c2b-23bb-4317-8386-77d0b1fee87f = "ES LO ÚLTIMO QUE SABRÁS".
RM_39b6397d-d68b-4420-813e-e6b4497c8c5f = "ˇCon este Polo de la Justicia, te golpearé Viejo Mundo!"
RM_b26b2803-56d3-445d-be67-6b53faebd34b = "żSOLO? CREO QUE NO."
RM_53632f35-ab20-4536-a943-f2305ab277c4 = "ˇÉl no contraataca solo!"
RM_92fc88a0-c67a-4842-bdd6-72205cb928b9 = "ˇMira, mi poder de hielo!"
RM_10714576-cbb2-4c27-9db3-dc57bab6fef2 = "ˇArde con la rabia de miles de soles!"
RM_6b1f83b6-c7c2-44f2-a731-d585f42ef74b = "ˇARGH! żCÓMO PUEDO SOPORTAR ESTO?"
RM_def280e5-f506-4f4e-81ef-420c082d7554 = "ˇEL PODER DE LOS MODERADORES!"
RM_4f8e3c58-ba03-460d-ad6f-5af68f3ef924 = "ˇAhah! ˇNuestra venganza está cerca!"
RM_6d5862fb-44e9-4058-8d74-297b4a456cf7 = "ˇESTOY DERROTADO, PERO CON MI PROPIO PODER DE LOS MODERADORES PUEDO TERMINAR CON ESTO!"
RM_adbe62e5-276b-4da3-8ced-32f31773b18e = "ˇPUEDO TERMINAR CON TODO!"
RM_31c555e4-a5e0-4583-b5c0-24f265e9ff1f = "ˇLA REALIDAD SE DESHACERÁ!"
RM_2b6a6241-b8ae-4969-b167-7ff2a8dc6ac4 = "ˇNo! ˇArchiduque Viejo Mundo! ˇLo sentí entonces y lo siento ahora!"
RM_69754ab9-89e6-4039-bb51-77230310f73d = "ˇTodavía hay bondad en ti!"
RM_c8a73066-83fa-48c4-bb66-c3fb83fe6272 = "ˇDeja tu poder, antes de que nuestro reino se deshaga!"
RM_08fbcd98-aa92-4454-81ee-dcb95a64ba9e = "ˇNO, NO PUEDO! ˇTODO SE DESVANECERÁ!"
RM_e4928d7b-26d4-485a-967e-610ed77c7b60 = "Tú puedes, archiduque. ˇMírame! ˇSiente mi compasión!"
RM_b06418e8-9f45-4d09-92d5-26373a123358 = "YO... YO... YO DEBERÉ".
RM_8b210325-c868-44f4-aba1-a391dfd86318 = "EL PODER DE LOS MODERADORES ESTÁ MÁS ALLÁ DE TODA COMPRENSIÓN".
RM_a5081a02-ed79-4dcb-8c4d-d6b319ce57f5 = "ME DESPEDIRÉ. TU REINO ESTÁ A SALVO".
RM_511f9f94-7bb0-4b9f-8820-790207a44ffe = "SOLO PIDO QUE CUANDO EL CIELO DE NOCHE SE OSCURECE, ME RECUERDES"
RM_c6afab5e-7c1a-461c-a3d5-3b601f5c7280 = "Encontraremos un camino, Archiduque Viejo Mundo".
RM_bec2ebcb-1678-4065-bdd5-d3cccb9a39d9 = "Y si alguna vez decide regresar..."
RM_b65b3369-732c-412f-9298-9cf32bab48e8 = "Sepa que estaremos aquí para proteger a nuestra gente".
RM_9c18cc2c-89a5-4436-a8c4-6dc0ba07d2e2 = "Tenemos muchos nombres. Pero por siempre y un día, estaremos..."
RM_b443bc41-ebfc-4333-a234-cc9ea7ec0dd0 = "Los moderadores".
RM_c5219d73-4a22-406f-8d89-02e1f63ba799 = "ˇHurra!"
RM_0207f622-e3e0-4c8e-a31c-7c32d6ba857f = "VHS: El bosque mágico E1"
RM_bc93e1fd-92a9-4d81-a3ab-665b30bd99a2 = "El bosque mágico"
RM_bc0bab55-5029-44ac-81e6-fa34d3bd0b41 = "Episodio 1: Furberto"
RM_9cc109ab-aaa6-4b0b-8bb2-56d419b1b484 = "ˇEs hora de visitar el Bosque Mágico!"
RM_caea71d7-f145-40c7-929c-26ede01febfd = "ˇPatrocinado por Spiffos™!"
RM_20359c51-385b-4b99-91c7-ed3a171532f7 = "ˇHola, Spiffo! żQuién es tu amiguito?"
RM_b77fd127-c900-444f-bb8d-e7019a865bf7 = "żQué es eso?"
RM_c2581af4-457e-4b81-8700-650c850a00a4 = "żFurbert la ardilla? Qué hermosa bellota está agarrando".
RM_fd5d7292-d9c6-44ca-82fb-c1e660bd7a81 = "żEdificio?"
RM_a0891262-a2f5-477c-9fc4-c83ec9584793 = "ˇQué divertido! ˇCortar madera y hacer muebles!"
RM_1c535c70-7875-406b-9604-f0bfea6e32d2 = "ˇMesas, estanterías, percheros y sillas!"
RM_10d310b1-ff8c-4b29-9f91-17880c4619a4 = "ˇNunca pensé que los amigos pudieran divertirse tanto!"
RM_692850e7-68a2-40fe-8171-dd7ff76352b0 = "Realmente eres un constructor especial Furbert. ˇQué inteligente!"
RM_7926988d-7fc0-4142-ad24-a9c7024eb27c = "ˇOh, no! Es hora de dormir".
RM_524e5b96-f664-456e-9f08-71f9574e9485 = "Buenas noches Furberto".
RM_913dd1c4-eba5-4ca6-8452-001f4936e028 = "Buenas noches Magical Woodland. Buenas noches".
RM_e1f48696-17cb-49cf-bb92-881bf61fa284 = "Buenas noches".
RM_c65f0a5d-acf9-43a8-ab66-199e6cf01986 = "VHS: El bosque mágico E2"
RM_9a78290e-0af1-40f1-90a3-7679f0e5e1a7 = "Episodio 2: Boris"
RM_e984ee6a-a5db-47ce-9d20-0a031d90c577 = "żBoris el tejón? Sus rayas son preciosas".
RM_485b5901-b1dd-4c0a-a81c-49e0bcb8c612 = "żBucear?"
RM_cb587d85-fb89-40f0-a179-504752e84b6f = "ˇQué divertido! Burbujas, burbujas bajo el agua".
RM_842ae4c1-7102-44e5-a179-c6e27b4d3d18 = "ˇViendo a todos los peces nadando!"
RM_3a02eaa0-71d9-46b8-baf6-23fcae62a2e1 = "ˇNo pises al gran pez naranja Boris!"
RM_580d6e02-4c1e-43ae-8a81-9f6669c09333 = "Buenas noches Boris".
RM_a9e91671-01ca-424d-af33-7ec80e00c8b8 = "VHS: El bosque mágico E3"
RM_1a0f1902-d918-4a36-adf9-eb2315514fc4 = "Episodio 3: Moley"
RM_7cfeabb9-f9db-4012-a854-d8caa1600b95 = "żMoley el topo? żNo le tiembla la nariz de forma adorable?"
RM_320eac6b-1293-417c-bd1b-3b8812a1e758 = "żFútbol?"
RM_4c98ac8d-4dcd-4f43-8644-248c83292623 = "ˇQué divertido! ˇPatea y salta, anota y corretea!"
RM_98f89213-282c-4528-8226-0740a25a3e8c = "ˇJugando y aprendiendo además!"
RM_d4145e81-5ca7-411c-8a4a-6c39a36ab8b1 = "ˇNo te caigas en la hierba Moley!"
RM_0a301df5-4f7d-44ce-886a-8b78a8fde75c = "Buenas noches Moley".
RM_0571904d-fd02-4707-b5f0-ca98b3147833 = "VHS: El bosque mágico E4"
RM_86ec5586-20f5-40a8-bd7e-cfb5c684b99c = "Episodio 4: Panqueque"
RM_a3ec2bfe-c6bf-4146-a133-aea7039232e1 = "żPancake the Hedgehog? ˇSus ojos son tan brillantes y tan azules!"
RM_be4417e5-2061-4a75-9cb7-d0e30daef9f7 = "żJugando al ajedrez?"
RM_014d39b9-b2b9-4b1c-8756-693427fc85ba = "ˇQué divertido! Pensar mucho y mover piezas".
RM_8c535e74-8811-4365-be11-a3005a595a68 = "ˇPon a prueba tu inteligencia y recuerda las reglas!"
RM_66a2342e-1003-43b1-98c9-70f53da1779b = "ˇNo bailes en el tablero de ajedrez Pancake!"
RM_a98ff38b-a1f6-442a-9b78-bb0ecbdfd452 = "Buenas noches panqueque".
RM_efd5cbb2-e371-489c-bc13-ea895355f52b = "VHS: El bosque mágico E5"
RM_e614457a-affa-4d11-8118-18646702e90a = "Episodio 5: Pie esponjoso"
RM_41d438cb-ae65-4258-9541-7edec44460c6 = "żFluffyfoot, el conejito esponjoso? żAlguna vez has visto un conejo tan esponjoso y delicioso?"
RM_20ead0a3-2024-4def-ba1f-ea4b1ff60dd4 = "żBailar disco?"
RM_e941f6cd-aaeb-4c9f-bddc-ac693dbd228d = "ˇQué divertido! Saltar y brincar, agacharse y zambullirse".
RM_cdd480d0-5e5d-48af-8e4a-5754a352fff7 = "ˇMoviéndose al ritmo increíble!"
RM_85e7a6e9-b260-4c9e-9353-ba13ded50019 = "ˇSigue bailando Fluffyfoot! ˇDiviértete de maravilla!"
RM_6f1d0df9-a8b9-48cb-be47-ed3e37340cc2 = "Buenas noches Fluffyfoot".
RM_0305a32f-a000-4bc1-9183-a7773b0fa443 = "VHS: Escuadrón Z S2.01"
RM_ff0933e0-ec9f-4d4d-bd69-b684435357a2 = "Escuadrón Z"
RM_99054e02-01c1-4d9a-bfd6-e2e482506470 = "Si tiene un problema que nadie más puede resolver, tal vez pueda contratar... Z-Squad"
RM_1bf0b2af-c772-42d9-bbc4-3a9bb542dc0f = "[img=música] Tema musical épico. [img=música]"
RM_c2baac07-d04b-4091-95f7-1acf81072a07 = "Los motociclistas volvieron a golpear a mi esposo. Si alguien pudiera salvar esta ciudad..."
RM_82a1df7d-6fa0-47ae-bdf5-3e848d7a17bd = "Buenos días, seńora. Puedo parecer un pescador..."
RM_e02615c4-6f70-47d5-abe8-7ea9db0d50c4 = "...pero mi nombre es Sam Lecter y soy el jefe del Escuadrón Z".
RM_78159fcd-5979-40d1-9c37-09ed08fc8e3c = "Creo que podemos ayudarte con tu problema..."
RM_d5706b62-7e6f-4c4a-a1ee-f836a150ce96 = "żQué te parece el sabor de mis puńos, idiota?"
RM_cb9120cc-2cf8-4015-a74a-ef18b4ef0e83 = "*puńetazos y disparos*"
RM_0fd97cae-2461-4770-bf9d-96eb31335ad0 = "ˇSí, sigue golpeándolos CB! ˇDales el viejo uno-dos!"
RM_1f24fe18-599b-4546-8693-51a99163cabf = "ˇCállate, Ganton, o eres el siguiente!"
RM_7b27426d-d019-4fbf-8b0d-18ed00b5b0c1 = "ˇCoged a estos idiotas! żQué os pasa? ˇSolo hay cuatro!"
RM_5309a3fb-a75b-4997-84be-54110851e793 = "Cuatro de Z-Squad valen mil de ti".
RM_f8bf0f04-9b75-46bb-be99-1ae0ea034c07 = "*cloqueo*"
RM_9c2ccfb5-eb82-448d-bc74-c160281d5375 = "Nunca pensé que nos libraríamos de esos motociclistas... Gracias, Sr. Lecter".
RM_42c4a657-9ab6-4c17-ae20-425859b9bdc6 = "Me encanta cuando las cosas van según lo planeado..."
RM_070e8851-c263-4ecb-b872-5266a7c035ff = "VHS: Escuadrón Z S2.02"
RM_91b25bdc-32a9-43f8-8322-f07f32ca55a1 = "...Diablos, no, no me subiré a ningún tren".
RM_f8aedba8-9035-48f7-beb3-78e49f450a1b = "Todo ese traqueteo y sacudidas... me enferma".
RM_1042eeeb-9312-4f15-b4ba-d5485dc4ceb9 = "Está bien, CB. Oye, żno es tu cumpleańos?"
